slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,8.0,-8.5,1e-05,53100633.11004466,1e-05,819185.3722657082,4467.522843634136,2.418760724707287e+19,0.0,0.0,7.627803821436901e+21,0.0,0.0,0.0025160005251709974,0.006102550859362313,0.0013255474742222603,0.0
93.0,8.0,-8.5,1000.0,53099633.11005466,36.9593520767294,926335.6763255587,4546.365625525198,1.586559987641385e+20,0.0,0.0,1.8492152715121215e+29,0.0,0.0,0.0025160005251709974,0.006102550859362311,0.0013255474742222605,0.0
94.0,8.0,-8.5,1044.3512224920753,53099588.758832164,44.35122249207528,928881.3291139781,4186.156501812284,6.030950852453536e+19,0.0,0.0,2.692740335419471e+29,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785184,1e-99
95.0,8.0,-8.5,1090.9200061087543,53099542.190048546,46.56878361667904,931879.6075219666,4184.25434118087,6.492704559510728e+19,0.0,0.0,3.646254486107333e+29,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.001232151616078518,3.1018960101350766e-100
96.0,8.0,-8.5,1139.8172289062672,53099493.29282575,48.897222797512995,934645.8906700937,4185.282183744389,6.875082305852589e+19,0.0,0.0,4.706407865330488e+29,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781049e-99
97.0,8.0,-8.5,1191.159312843656,53099441.95074181,51.34208393738865,937536.3666479475,4187.250054109704,7.289860538025366e+19,0.0,0.0,5.886726650855114e+29,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.091382320178105e-99
98.0,8.0,-8.5,1245.068500977914,53099388.041553676,53.90918813425809,940555.5743895805,4189.207302583175,7.74640735749731e+19,0.0,0.0,7.203677994508633e+29,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.0913823201781047e-99
99.0,8.0,-8.5,1301.673148518885,53099331.43690614,56.604647540970994,943710.6117439884,4191.222047261835,8.249826989568852e+19,0.0,0.0,8.676341546693484e+29,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.091382320178105e-99
100.0,8.0,-8.5,1361.1080284369043,53099272.00202622,59.43487991801955,947004.4307951397,4192.712201830677,8.805854793086507e+19,0.0,0.0,1.0326856701351645e+30,0.0,0.0,0.0024889953125840666,0.00608349462198394,0.001232151616078518,1.0913823201781047e-99
101.0,8.0,-8.5,1423.514652350825,53099209.59540231,62.40662391392053,950448.484181955,4194.969267251825,9.421331785488327e+19,0.0,0.0,1.2181026888927357e+30,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785182,1.0913823201781047e-99
