slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),surface num_a (/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,19.0,-10.0,1e-05,10771764.287893927,1e-05,520355.44999914884,4196.900633874236,1.4213992976916962e+16,0.0,0.0,0.0,4.482524825200533e+18,0.0,0.0,0.002516000525170997,0.0061025508593623105,0.00132554747422226,0.0
94.0,19.0,-10.0,1000.0,10770764.287903927,68.82622640049568,802160.8803028491,4455.878822212011,1.8164978243488178e+19,0.0,0.0,0.0,3.942715568517926e+28,0.0,0.0,0.0025160005251709974,0.006102550859362312,0.0013255474742222605,0.0
95.0,19.0,-10.0,1082.5914716805949,10770681.696432246,82.59147168059482,815815.4111463228,4105.416879368645,4.1929841537886556e+18,0.0,0.0,0.0,5.034822171336786e+28,0.0,0.0,0.0024889953125840666,0.006083494621983943,0.0012321516160785184,1.0000000000000002e-99
96.0,19.0,-10.0,1169.3125169452194,10770594.975386983,86.72104526462456,830646.9451062698,4109.487584654675,5.514145626611276e+18,0.0,0.0,0.0,6.542849952553145e+28,0.0,0.0,0.0024889953125840666,0.006083494621983943,0.0012321516160785184,8.292721519180941e-100
97.0,19.0,-10.0,1260.3696144730752,10770503.918289455,91.0570975278558,846436.4825071468,4115.09387678321,7.324393304936701e+18,0.0,0.0,0.0,8.64610561516193e+28,0.0,0.0,0.0024889953125840658,0.006083494621983941,0.0012321516160785182,1.0054670599212782e-99
98.0,19.0,-10.0,1342.0135180217778,10770422.274385905,81.64390354870277,860659.731470395,4121.071912322084,9.43662900559981e+18,0.0,0.0,0.0,1.1075775380111977e+29,0.0,0.0,0.0024889953125840658,0.006083494621983942,0.001232151616078518,1.0054670599212784e-99
99.0,19.0,-10.0,1420.3166519466918,10770343.971251981,78.30313392491402,874593.4132635595,4126.666685211088,1.2019884637879304e+19,0.0,0.0,0.0,1.404392678597352e+29,0.0,0.0,0.0024889953125840658,0.006083494621983942,0.001232151616078518,1.0054670599212782e-99
100.0,19.0,-10.0,1497.8248061668771,10770266.46309776,77.50815422018533,888697.1290198718,4131.991870039516,1.5262406084068133e+19,0.0,0.0,0.0,1.7774512357587246e+29,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785186,1.0054670599212799e-99
101.0,19.0,-10.0,1579.2083680980718,10770185.079535829,81.3835619311946,903875.8684366671,4137.627494563455,1.960712322562621e+19,0.0,0.0,0.0,2.280670407976036e+29,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785186,1.0054670599212786e-99
102.0,19.0,-10.0,1664.661108125826,10770099.626795802,85.45274002775434,920249.4054056712,4143.453743879193,2.5508524442242003e+19,0.0,0.0,0.0,2.9680837182779664e+29,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785186,1.0054670599212786e-99
103.0,19.0,-10.0,1747.5663564683198,10770016.721547458,82.90524834249375,936581.7296075261,4149.030931001361,3.294068818334182e+19,0.0,0.0,0.0,3.829317981754325e+29,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785186,1.0054670599212784e-99
104.0,19.0,-10.0,1829.7585660468587,10769934.529337881,82.19220957853881,953251.8098742113,4154.522046962991,4.2481014786076746e+19,0.0,0.0,0.0,4.9304316289816326e+29,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785186,1.0054670599212784e-99
105.0,19.0,-10.0,1916.0603861043246,10769848.227517823,86.30182005746575,971326.6631654352,4160.091818075712,5.556598100049467e+19,0.0,0.0,0.0,6.44272325677803e+29,0.0,0.0,0.0024889953125840658,0.006083494621983941,0.0012321516160785182,1.0054670599212782e-99
106.0,19.0,-10.0,2006.6772971646635,10769757.610606764,90.61691106033904,990993.4365903826,4165.987231555743,7.382288328576954e+19,0.0,0.0,0.0,8.552356032782819e+29,0.0,0.0,0.0024889953125840658,0.006083494621983941,0.0012321516160785182,1.0054670599212782e-99
107.0,19.0,-10.0,2093.865647150197,10769670.422256777,87.18834998553369,1010610.9976769482,4171.445598278787,9.725918998500562e+19,0.0,0.0,0.0,1.1226567298521766e+30,0.0,0.0,0.0024889953125840658,0.006083494621983941,0.0012321516160785182,1.0054670599212782e-99
108.0,19.0,-10.0,2179.6607594336024,10769584.627144493,85.7951122834053,1030646.9933355172,4176.740462146751,1.2793487925655485e+20,0.0,0.0,0.0,1.4688017735156553e+30,0.0,0.0,0.0024889953125840658,0.006083494621983941,0.0012321516160785182,1.0054670599212782e-99
