slice,mass (Msun),coupling,age (years),time to core O depletion (years),dt (years),core T (K),effective T (K),surface lum_gamma (ergs/s),surface lum_neu (ergs/s),surface lum_a (ergs/s),cumulative e_gamma (ergs),cumulative e_neu (ergs),cumulative e_a (ergs),avg X_c12,avg X_o16,avg X_ne20,avg X_na23
1.0,14.0,-8.0,1e-05,35463079.58858076,1e-05,589195.8521564496,4265.798517032437,1.1749384534645331e+17,0.0,0.0,3.705285906845752e+19,0.0,0.0,0.0025160005251709974,0.006102550859362312,0.0013255474742222603,0.0
93.0,14.0,-8.0,1000.0,35462079.588590756,49.62642283927328,799419.3563763102,4459.202872247288,1.7650453692552995e+19,0.0,0.0,2.7623293141596814e+28,0.0,0.0,0.0025160005251709974,0.006102550859362312,0.0013255474742222603,0.0
94.0,14.0,-8.0,1059.5517074071279,35462020.03688335,59.55170740712794,805907.1646739206,4105.65785740207,1.225173894485926e+19,0.0,0.0,5.063233631811259e+28,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785186,1.0000000000000002e-99
95.0,14.0,-8.0,1122.0810001846123,35461957.50759057,62.529292777484336,812949.6221095842,4107.613020918972,1.490329705411035e+19,0.0,0.0,8.002050213526506e+28,0.0,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785186,3.584361462852462e-100
96.0,14.0,-8.0,1187.7367576009708,35461891.85183316,65.65575741635857,820258.4372409759,4110.665251710999,1.7812774455857125e+19,0.0,0.0,1.1690220729387517e+29,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785184,1.0000622929223997e-99
97.0,14.0,-8.0,1256.6753028881474,35461822.91328787,68.9385452871765,827657.6225164554,4115.641129974079,2.1334674616775533e+19,0.0,0.0,1.6328477054149265e+29,0.0,0.0,0.002488995312584066,0.00608349462198394,0.0012321516160785184,9.919284023176617e-100
98.0,14.0,-8.0,1329.0607754396826,35461750.52781532,72.38547255153532,835430.1835374547,4121.29443685132,2.5615468927299138e+19,0.0,0.0,2.2175843772546727e+29,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.0012321516160785184,1.0041935208606254e-99
99.0,14.0,-8.0,1405.0655216187947,35461674.523069136,76.00474617911208,843593.1442670003,4125.908916862676,3.0831588911987765e+19,0.0,0.0,2.9565823154165347e+29,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.0012321516160785184,1.0041940326877204e-99
100.0,14.0,-8.0,1484.8705051068623,35461594.71808565,79.80498348806768,852169.1935092593,4130.2789520651395,3.719921364363393e+19,0.0,0.0,3.892786069802332e+29,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785186,1.004194032687721e-99
101.0,14.0,-8.0,1568.6657377693334,35461510.922852986,83.79523266247107,861177.9216826961,4134.548483893683,4.499893390011202e+19,0.0,0.0,5.081912803163951e+29,0.0,0.0,0.002488995312584067,0.006083494621983941,0.0012321516160785186,1.0041940326877182e-99
102.0,14.0,-8.0,1656.650732064928,35461422.93785869,87.98499429559463,870690.8425808682,4143.5401935313575,5.463376231305204e+19,0.0,0.0,6.597832954239656e+29,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785186,1.0041940326877212e-99
103.0,14.0,-8.0,1749.0349760753024,35461330.55361468,92.38424401037436,880695.829960111,4148.73286203426,6.653316930564342e+19,0.0,0.0,8.53622994879048e+29,0.0,0.0,0.0024889953125840675,0.006083494621983943,0.0012321516160785186,1.0041940326877194e-99
104.0,14.0,-8.0,1846.0384322861955,35461233.55015847,97.00345621089308,891220.9712326631,4153.864351228055,8.129928196673615e+19,0.0,0.0,1.1023257092417007e+30,0.0,0.0,0.002488995312584067,0.006083494621983943,0.0012321516160785188,1.0041940326877198e-99
105.0,14.0,-8.0,1947.8920613076332,35461131.69652945,101.85362902143774,902317.4304414648,4160.593614069127,1.0520627859537253e+20,0.0,0.0,1.4402541723569904e+30,0.0,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785182,8.869097199625127e-100
106.0,14.0,-8.0,2054.838371780143,35461024.75021897,106.94631047250964,914002.8295052622,4165.582603108487,1.507481673230762e+21,0.0,0.0,6.524475574361135e+30,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.0012321516160785184,1.1444794681961216e-99
107.0,14.0,-8.0,2167.1319977762782,35460912.45659298,112.29362599613512,926353.2449414204,4173.628089462004,5.890471110802013e+21,0.0,0.0,2.7384352554825356e+31,0.0,0.0,0.002488995312584067,0.006083494621983942,0.0012321516160785182,1.1444794681961218e-99
108.0,14.0,-8.0,2285.0403050722202,35460794.548285685,117.9083072959419,939388.364979211,4179.349731634456,8.031671099223509e+21,0.0,0.0,5.724896801972797e+31,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785186,1.144479468196122e-99
109.0,14.0,-8.0,2408.844027732959,35460670.74456302,123.803722660739,953159.9358569223,4185.052354061252,1.0726347657662972e+22,0.0,0.0,9.912757041648575e+31,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785182,1.144479468196122e-99
110.0,14.0,-8.0,2538.837936526735,35460540.75065423,129.99390879377594,967757.4091730465,4193.300288035754,1.4259323559599707e+22,0.0,0.0,1.5758349492133905e+32,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785186,1.144479468196122e-99
111.0,14.0,-8.0,2675.3315407602,35460404.25704999,136.49360423346477,983244.3174655566,4201.245101911209,1.8856594222682235e+22,0.0,0.0,2.387509939178514e+32,0.0,0.0,0.0024889953125840666,0.006083494621983942,0.0012321516160785186,1.1444794681961218e-99
112.0,14.0,-8.0,2818.649825205338,35460260.93876555,143.31828444513803,999666.5122568309,4207.431743140162,2.4832260449281147e+22,0.0,0.0,3.509849993729484e+32,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.0012321516160785184,1.1444794681961216e-99
113.0,14.0,-8.0,2969.134023872733,35460110.45456688,150.48419866739494,1017109.8094369166,4213.630740534883,3.2572063568405388e+22,0.0,0.0,5.055612541634101e+32,0.0,0.0,0.0024889953125840666,0.006083494621983939,0.0012321516160785184,1.1444794681961214e-99
114.0,14.0,-8.0,3127.1424324734976,35459952.44615828,158.00840860076468,1035668.3494556326,4219.9984124858765,4.2672048183134285e+22,0.0,0.0,7.181940720830099e+32,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785186,1.1444794681961214e-99
115.0,14.0,-8.0,3293.0512615043003,35459786.53732925,165.90882903080293,1055542.7573486222,4232.594479919748,5.5978529797743525e+22,0.0,0.0,1.0110793844295763e+33,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.001232151616078518,1.1444794681961214e-99
116.0,14.0,-8.0,3454.7594390342488,35459624.82915172,161.70817752994853,1075228.001637263,4239.0434410955095,7.248181966021421e+22,0.0,0.0,1.3807097802173738e+33,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1444794681961216e-99
117.0,14.0,-8.0,3615.7591695539636,35459463.8294212,160.999730519715,1095188.325844558,4245.820413590465,9.313960715659806e+22,0.0,0.0,1.8536063435439978e+33,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.0012321516160785182,1.1444794681961212e-99
118.0,14.0,-8.0,3784.808886599664,35459294.77970415,169.04971704570076,1116591.1091465924,4252.823112555823,1.2004752293241586e+23,0.0,0.0,2.4935979207247218e+33,0.0,0.0,0.0024889953125840666,0.006083494621983941,0.0012321516160785184,1.1444794681961212e-99
119.0,14.0,-8.0,3962.3110894976503,35459117.277501255,177.5022028979858,1139612.5151540532,4260.0940690947145,1.560666464375595e+23,0.0,0.0,3.367213665531607e+33,0.0,0.0,0.0024889953125840658,0.00608349462198394,0.0012321516160785182,1.144479468196121e-99
120.0,14.0,-8.0,4134.7016106200435,35458944.88698014,172.39052112239312,1162549.1843171294,4267.05793126575,2.0113791807020393e+23,0.0,0.0,4.46070146044836e+33,0.0,0.0,0.002488995312584066,0.006083494621983941,0.0012321516160785184,1.1444794681961212e-99
